Unnamed: 0,combine_year,POS,HEIGHT,WEIGHT,BMI,BODY.FAT,STANDING.REACH,WINGSPAN,HAND.LENGTH,HAND.WIDTH,STANDING.VERTICAL,MAX.VERTICAL,LANE.AGILITY,SHUTTLE.RUN,THREE.QUARTER.SPRINT,BENCH.PRESS,WINGSPAN.HEIGHT.RATIO,STANDING.TOUCH,MAX.TOUCH,Name,above_max_vert_mean
416,2015,SF,76.0,219.4,26.7,5.5,103.0,82.5,8.5,8.3,28.5,31.5,11.64,3.15,3.3,11.0,1.086,131.5,134.5,Treveon Graham,0
418,2015,PG/SG,75.25,185.8,23.07,4.3,100.0,78.0,8.0,8.8,28.0,34.0,11.41,3.12,3.25,19.0,1.037,128.0,134.0,Olivier Hanlan,0
422,2015,SG,74.75,181.4,22.82,9.2,98.5,77.5,7.75,8.8,26.0,28.5,10.56,2.93,3.44,1.0,1.037,124.5,127.0,Tyler Harvey,0
424,2015,SF,77.5,210.8,24.67,5.0,104.0,86.0,8.75,9.8,32.0,38.0,10.41,3.19,3.12,13.0,1.11,136.0,142.0,Rondae Hollis-Jefferson,1
426,2015,PF,80.25,242.8,26.5,8.8,108.0,85.5,8.5,8.5,32.5,36.0,11.24,3.31,3.32,15.0,1.065,140.5,144.0,Richaun Holmes,1
427,2015,SG,76.5,185.0,22.22,6.0,104.0,82.5,8.5,8.3,27.5,33.5,10.87,2.91,3.26,1.0,1.078,131.5,137.5,R.J. Hunter,0
428,2015,PF,78.75,208.4,23.62,4.6,104.5,83.0,9.0,8.8,33.5,37.5,11.19,3.06,3.26,13.0,1.054,138.0,142.0,Vince Hunter,1
429,2015,C,83.0,264.6,27.0,14.9,112.0,86.0,9.25,10.5,22.5,25.0,11.76,2.94,3.62,4.0,1.036,134.5,137.0,Dakari Johnson,0
431,2015,PG,72.5,184.6,24.69,6.5,97.0,77.0,8.25,8.8,26.5,32.5,11.84,2.95,3.32,2.0,1.062,123.5,129.5,Tyus Jones,0
435,2015,PF,80.0,238.6,26.21,10.1,106.5,81.0,8.25,9.5,28.5,35.0,11.2,2.97,3.27,19.0,1.013,135.0,141.5,Jarell Martin,0
436,2015,PG,72.5,187.8,25.12,7.3,96.5,74.0,7.5,7.0,26.0,31.5,10.95,3.09,3.3,7.0,1.021,122.5,128.0,TJ McConnell,0
438,2015,PF,79.0,238.0,26.81,7.2,106.0,87.25,8.75,9.5,33.0,37.5,11.72,3.13,3.28,9.0,1.104,139.0,143.5,Jordan Mickey,1
439,2015,PF,79.5,226.6,25.2,6.4,108.0,85.5,9.0,9.8,29.0,37.5,10.93,3.01,3.25,10.0,1.075,137.0,145.5,Larry Nance,1
440,2015,SG/SF,77.75,202.8,23.58,5.7,102.5,86.25,9.0,8.8,34.5,37.0,11.09,3.12,3.32,7.0,1.109,137.0,139.5,Kelly Oubre,1
441,2015,PG,72.75,182.8,24.28,6.3,97.5,79.25,8.5,8.3,29.8,35.5,10.9,2.93,3.28,0.0,1.089,127.3,133.0,Cameron Payne,0
442,2015,SG,76.75,209.2,24.97,4.9,104.5,83.25,8.25,8.3,25.0,31.0,10.91,3.1,3.32,15.0,1.085,129.5,135.5,Terran Petteway,0
443,2015,PF,81.5,246.2,26.06,8.9,108.5,86.0,9.5,9.3,25.0,31.5,11.78,3.28,3.56,5.0,1.055,133.5,140.0,Bobby Portis,0
444,2015,SG,75.0,215.4,26.92,6.4,102.5,82.75,9.25,9.0,32.5,40.5,10.69,3.2,3.2,5.0,1.103,135.0,143.0,Norman Powell,1
446,2015,PG,72.25,178.8,24.08,4.5,96.5,79.0,8.5,9.5,33.5,39.5,10.63,2.81,3.2,6.0,1.093,130.0,136.0,Chasson Randle,1
447,2015,PG/SG,72.5,190.2,25.44,5.6,98.5,80.25,8.25,8.5,33.0,38.0,10.84,2.84,3.15,7.0,1.107,131.5,136.5,Terry Rozier,1
449,2015,PG,70.5,167.2,23.65,5.0,93.0,74.0,8.5,9.5,34.0,43.0,10.47,3.15,3.13,8.0,1.05,127.0,136.0,Keifer Sykes,1
450,2015,PG/SG,73.75,177.4,22.93,5.3,97.5,79.75,8.25,8.5,34.5,43.0,10.78,2.88,3.02,3.0,1.081,132.0,140.5,Marcus A. Thornton,1
451,2015,SG/SF,77.25,195.8,23.07,4.1,100.5,82.0,8.0,8.8,34.5,40.0,10.97,3.2,3.27,12.0,1.061,135.0,140.5,J.P. Tokoto,1
454,2015,SG,75.75,198.6,24.33,6.2,101.0,79.0,8.0,8.5,28.0,34.0,11.4,3.1,3.21,5.0,1.043,129.0,135.0,Rashad Vaughn,0
455,2015,PF,80.75,208.0,22.43,5.1,108.0,86.75,9.0,9.0,30.5,37.0,11.25,3.41,3.35,6.0,1.074,138.5,145.0,Chris Walker,1
456,2015,SG,75.0,208.8,26.1,8.1,100.5,81.5,8.75,9.8,31.5,39.0,10.56,3.05,3.2,15.0,1.087,132.0,139.5,Dez Wells,1
457,2015,PF,79.25,261.4,29.26,12.0,106.5,85.75,8.5,9.5,25.5,28.5,12.26,3.54,3.5,8.0,1.082,132.0,135.0,Alan Williams,0
460,2015,PG,76.25,181.4,21.93,6.6,101.5,79.5,8.0,8.5,29.5,31.0,11.16,3.5,3.29,4.0,1.043,131.0,132.5,Delon Wright,0
517,2013,C,82.75,254.5,26.13,6.7,109.5,88.5,9.5,11.0,28.5,33.0,11.85,3.02,3.4,16.0,1.069,138.0,142.5,Steven Adams,0
518,2013,SG,75.5,197.4,24.34,4.6,100.5,78.0,8.5,9.5,28.0,37.5,10.4,2.7,3.14,4.0,1.033,128.5,138.0,Vander Blue,1
519,2013,PG,76.0,189.2,23.03,4.0,100.0,79.0,8.25,8.5,28.0,34.0,11.78,3.24,3.4,8.0,1.039,128.0,134.0,Lorenzo Brown,0
520,2013,SG/SF,77.75,199.8,23.24,7.0,102.0,80.75,8.5,9.0,31.0,36.5,11.33,3.3,3.31,11.0,1.039,133.0,138.5,Reggie Bullock,1
521,2013,PG,71.75,187.0,25.54,6.9,97.5,77.5,8.25,8.8,29.5,36.5,11.2,3.01,3.16,3.0,1.08,127.0,134.0,Trey Burke,1
522,2013,SG,76.5,203.6,24.46,6.5,100.5,80.0,8.5,9.0,29.0,34.5,10.6,3.2,3.12,7.0,1.046,129.5,135.0,Kentavious Caldwell-Pope,0
523,2013,PG,71.0,188.4,26.27,5.9,94.5,76.5,8.25,9.5,33.0,40.5,10.98,2.89,3.22,16.0,1.077,127.5,135.0,Isaiah Canaan,1
524,2013,PF,79.5,241.2,26.83,5.8,107.0,85.5,9.0,10.3,30.0,32.0,11.83,3.07,3.35,13.0,1.075,137.0,139.0,Jackie Carmichael,0
525,2013,PG,76.75,184.4,22.01,4.4,101.0,79.25,7.5,8.5,31.5,41.0,10.68,3.7,3.22,8.0,1.033,132.5,142.0,Michael Carter-Williams,1
526,2013,SG/SF,77.75,210.4,24.47,6.9,105.0,84.25,9.25,10.3,28.0,34.5,11.68,3.12,3.38,3.0,1.084,133.0,139.5,Will Clyburn,0
527,2013,SF/PF,78.25,208.6,23.95,4.7,106.0,85.75,9.0,8.5,29.5,36.0,11.69,3.1,3.34,9.0,1.096,135.5,142.0,Robert Covington,1
528,2013,SG,77.25,197.4,23.25,4.7,103.5,83.25,8.25,8.5,30.5,36.0,10.67,3.1,3.32,10.0,1.078,134.0,139.5,Allen Crabbe,1
530,2013,PF,80.5,241.8,26.23,8.6,108.5,85.5,9.0,11.0,26.0,31.5,11.22,3.14,3.5,7.0,1.062,134.5,140.0,Brandon Davies,0
531,2013,C,82.0,238.8,24.97,8.4,109.0,88.0,9.0,11.0,28.0,32.5,12.75,3.26,3.4,8.0,1.073,137.0,141.5,Dewayne Dedmon,0
533,2013,SF,77.75,200.8,23.35,4.5,104.5,83.5,8.5,8.8,29.5,36.5,11.55,3.06,3.4,7.0,1.074,134.0,141.0,James Ennis,1
534,2013,SG/SF,76.75,202.6,24.18,3.3,103.5,81.25,8.5,9.5,32.0,38.5,11.16,3.09,3.25,15.0,1.059,135.5,142.0,Carrick Felix,1
536,2013,C,84.5,237.6,23.39,4.4,115.0,92.5,9.75,10.0,25.0,29.0,12.85,3.19,3.57,7.0,1.095,140.0,144.0,Rudy Gobert,0
537,2013,SG,75.75,189.0,23.16,4.6,102.0,81.5,8.5,9.0,30.0,36.0,10.75,3.41,3.27,1.0,1.076,132.0,138.0,Archie Goodwin,1
539,2013,SG,76.5,199.4,23.95,6.1,101.0,79.0,8.0,9.3,31.5,37.5,10.68,2.93,3.25,16.0,1.033,132.5,138.5,Tim Hardaway Jr.,1
540,2013,SF,77.5,226.0,26.45,7.6,103.0,81.0,9.0,10.5,29.5,37.5,10.77,2.91,3.19,14.0,1.045,132.5,140.5,Solomon Hill,1
542,2013,C,82.5,262.8,27.14,9.6,110.0,86.0,9.25,9.5,26.5,30.0,11.52,3.04,3.52,12.0,1.042,136.5,140.0,Colton Iverson,0
544,2013,PF,80.75,232.0,25.01,10.1,109.0,86.0,8.5,9.3,28.5,34.0,11.85,3.23,3.51,2.0,1.065,137.5,143.0,Grant Jerrett,0
545,2013,PG,73.25,180.4,23.64,6.0,98.0,78.25,8.25,9.0,27.5,33.5,10.64,2.86,3.44,2.0,1.068,125.5,131.5,Myck Kabongo,0
546,2013,PF/C,80.75,241.6,26.05,7.5,106.5,87.0,9.0,10.3,34.0,38.0,11.47,2.88,3.44,9.0,1.077,140.5,144.5,Kenny Kadji,1
548,2013,PG,70.25,170.8,24.33,3.8,89.5,70.75,7.5,8.8,34.5,44.0,10.64,3.03,3.08,12.0,1.007,124.0,133.5,Shane Larkin,1
549,2013,SG,76.75,197.2,23.53,10.3,102.5,79.25,8.5,9.3,27.0,33.5,10.72,3.16,3.32,4.0,1.033,129.5,136.0,Ricky Ledo,0
552,2013,PF,78.75,235.8,26.73,5.9,106.5,88.0,9.5,11.5,30.0,36.5,12.01,2.97,3.32,21.0,1.117,136.5,143.0,Trevor Mbakwe,1
553,2013,PG,72.25,191.4,25.78,7.3,96.5,75.25,8.0,8.8,30.5,40.0,10.82,3.08,3.25,5.0,1.042,127.0,136.5,Ray McCallum,1
554,2013,PG/SG,74.25,197.0,25.12,8.6,96.5,78.25,8.0,9.5,32.0,38.5,11.02,2.91,3.32,13.0,1.054,128.5,135.0,CJ McCollum,1
555,2013,SG,75.5,189.2,23.33,5.0,100.5,79.75,8.75,9.5,32.5,42.0,11.87,3.11,3.27,6.0,1.056,133.0,142.5,Ben McLemore,1
556,2013,SF/PF,79.5,236.4,26.29,5.6,106.5,86.5,9.0,10.0,33.5,38.0,11.82,3.25,3.52,13.0,1.088,140.0,144.5,Tony Mitchell,1
557,2013,SG/SF,76.75,221.8,26.47,9.0,104.5,83.0,9.0,10.0,29.5,37.0,10.99,2.93,3.32,10.0,1.081,134.0,141.5,Shabazz Muhammad,1
558,2013,PF,80.75,239.8,25.85,8.0,108.0,82.5,8.75,9.8,24.5,29.5,12.19,2.96,3.57,13.0,1.022,132.5,137.5,Erik Murphy,0
559,2013,PF/C,82.25,230.2,23.92,6.8,108.0,85.0,8.5,9.0,28.0,33.5,11.76,2.99,3.44,5.0,1.033,136.0,141.5,Mike Muscala,0
561,2013,SG,75.25,213.2,26.47,6.6,100.5,81.25,8.75,9.3,33.0,42.0,10.69,3.14,3.25,15.0,1.08,133.5,142.5,Victor Oladipo,1
562,2013,PF/C,82.75,234.0,24.02,6.7,108.0,81.75,8.5,10.0,24.5,29.5,11.42,2.99,3.59,5.0,0.988,132.5,137.5,Kelly Olynyk,0
563,2013,SG,74.75,201.0,25.29,5.3,98.0,82.25,8.5,9.5,33.5,39.5,11.16,2.9,3.37,15.0,1.1,131.5,137.5,Brandon Paul,1
564,2013,PF/C,81.5,207.2,21.93,5.2,109.0,86.5,8.75,9.5,31.0,34.5,11.49,3.2,3.32,0.0,1.061,140.0,143.5,Norvel Pelle,0
565,2013,PF/C,83.25,238.2,24.16,6.2,108.0,83.0,9.75,9.5,30.5,36.0,10.89,2.76,3.29,14.0,0.997,138.5,144.0,Mason Plumlee,1
566,2013,SF,79.5,197.6,21.98,6.7,105.5,85.5,8.75,9.3,27.0,36.0,11.25,3.06,3.4,9.0,1.075,132.5,141.5,Otto Porter,1
567,2013,PG,69.5,177.0,25.76,4.7,92.0,74.25,7.75,9.8,33.0,38.5,10.86,3.02,3.13,7.0,1.068,125.0,130.5,Phil Pressey,1
568,2013,SG/SF,76.5,210.8,25.32,8.5,101.5,81.25,8.5,9.0,33.0,40.5,10.99,3.08,3.25,10.0,1.062,134.5,142.0,Glen Rice,1
569,2013,SF/PF,78.25,205.8,23.63,7.1,104.5,83.0,8.75,9.5,30.0,36.5,11.36,3.02,3.34,10.0,1.061,134.5,141.0,Andre Roberson,1
570,2013,PG,73.0,164.8,21.74,4.1,98.0,79.75,8.75,10.5,30.0,34.0,11.09,2.86,3.21,1.0,1.092,128.0,132.0,Dennis Schroder,0
571,2013,PG,71.5,180.6,24.83,6.1,93.0,75.0,8.0,9.8,33.5,41.5,10.59,2.93,3.16,15.0,1.049,126.5,134.5,Peyton Siva,1
572,2013,SG/SF,78.0,198.2,22.9,4.9,105.5,83.5,9.0,9.5,30.0,36.5,11.36,2.84,3.25,7.0,1.071,135.5,142.0,Tony Snell,1
573,2013,SF/PF,79.0,220.6,24.85,8.1,106.0,85.0,8.0,9.5,29.0,32.0,10.9,3.03,3.38,5.0,1.076,135.0,138.0,James Southerland,0
574,2013,SF,76.75,231.8,27.66,7.5,99.0,85.0,9.25,9.5,34.5,40.5,11.64,3.11,3.32,13.0,1.107,133.5,139.5,Adonis Thomas,1
575,2013,SF,77.0,219.8,26.06,9.1,104.0,82.0,8.0,8.8,28.5,32.0,12.94,3.38,3.53,5.0,1.065,132.5,136.0,Deshaun Thomas,0
576,2013,C,82.75,221.8,22.77,8.7,110.5,86.0,9.0,9.8,26.5,29.0,12.49,3.29,3.47,10.0,1.039,137.0,139.5,Jeff Withey,0
579,2013,PF/C,82.75,230.0,23.61,4.8,106.0,82.75,8.5,10.5,35.5,37.5,10.82,2.69,3.15,17.0,1.0,141.5,143.5,Cody Zeller,1
