"","Season","Name","Team","Position","Started","Games","FantasyPoints","Minutes","FieldGoalsMade","FieldGoalsAttempted","FieldGoalsPercentage","EffectiveFieldGoalsPercentage","TwoPointersMade","TwoPointersAttempted","TwoPointersPercentage","ThreePointersMade","ThreePointersAttempted","ThreePointersPercentage","FreeThrowsMade","FreeThrowsAttempted","FreeThrowsPercentage","OffensiveRebounds","DefensiveRebounds","Rebounds","OffensiveReboundsPercentage","DefensiveReboundsPercentage","TotalReboundsPercentage","Assists","Steals","BlockedShots","Turnovers","PersonalFouls","Points","TrueShootingAttempts","TrueShootingPercentage","PlayerEfficiencyRating","AssistsPercentage","StealsPercentage","BlocksPercentage","TurnOversPercentage","UsageRatePercentage","PlusMinus","DoubleDoubles","TripleDoubles","combine_year","POS","HEIGHT","WEIGHT","BMI","BODY.FAT","STANDING.REACH","WINGSPAN","HAND.LENGTH","HAND.WIDTH","STANDING.VERTICAL","MAX.VERTICAL","LANE.AGILITY","SHUTTLE.RUN","THREE.QUARTER.SPRINT","BENCH.PRESS","WINGSPAN.HEIGHT.RATIO","STANDING.TOUCH","MAX.TOUCH"
"408",2016,"Lamar Patterson","ATL","SG",0,35,163.8,325,22.8,65,28.5,34.6,13,25.2,42,7.9,39.8,19.9,13,17.9,59.1,2.6,37.4,40.6,0.7,8.1,4.5,31.7,5.9,1.3,18.7,36.6,68.3,72.9,38.1,3.9,10.9,0.7,0.3,16.6,10.3,26.8,0,0,2014,"SG",76,226,27.51,10.8,101,83,9,9.3,27.5,32.5,11.63,3.13,3.45,NA,1.092,128.5,133.5
"409",2016,"Cliff Alexander","POR","PF",0,8,18,28,3.3,6.6,40.6,40.6,3.3,6.6,40.6,0,0,0,0,0,0,1.3,2.6,4,4,8,6,0,0.7,1.3,0.7,0.7,6.6,6.6,40.6,7.9,0,0.9,2.9,6,10.9,-10.6,0,0,2015,"PF/C",79.25,239.2,26.77,5.8,109.5,87.5,9.5,10.3,NA,NA,NA,NA,NA,NA,1.104,NA,NA
"410",2016,"Sasha Kaun","CLE","C",0,24,55.9,77,5.9,13.8,43,43,5.9,13.8,43,0,0,0,2.6,5.9,36.1,7.9,11.4,21.1,11.7,13.4,12.5,2,2.6,3.3,4.6,7.3,17.9,17,42.6,8.1,2.9,1.4,2.8,20.3,10.8,-3.3,0,0,2008,"PF/C",81,247,26.47,9.6,110,88,NA,NA,29,32,12.06,NA,3.2,13,1.086,139,142
"411",2017,"Bradley Beal","WAS","SG",77,78,3863.8,4104,974,2019.8,73.7,86.5,633,1175.8,82.3,341,844,61.8,431.2,522.9,126.1,81,285.9,367,5.2,11.9,11.8,409.8,131.5,32.1,238.5,259.9,2720.1,2249.9,92.4,34,24.8,3.7,1.5,14.6,40.7,510.7,2.3,0,2012,"SG",75.25,201.8,25.05,6,100,80,8.5,9,33,39,10.95,NA,3.28,8,1.063,133,139
"412",2017,"John Wall","WAS","PG",78,78,5414.6,4335,989.3,2192.6,69,73.9,853.2,1776.7,73.4,136.1,415.9,50,645.2,805.8,122.5,87.2,415.9,503,5.3,16.5,15.3,1270.6,243.1,76.4,493.9,230.9,2759.8,2547.1,82.9,39.1,71.7,6.5,3.4,24.8,47.1,379.2,76.4,0,2010,"PG",74.75,195.6,24.61,5.6,101.5,81.25,8.25,9.5,30,39,10.84,NA,3.14,NA,1.087,131.5,140.5
"413",2017,"Otto Porter","WAS","SF",80,80,3276.3,3983,633,1227.8,78.9,93,406.7,704.9,88.2,226.3,522.9,66.2,151.4,182,127.2,178.9,607,785.9,11.9,26.1,17,183.5,177.4,62.7,65.7,295.1,1643.7,1307.8,96,28.8,10.1,5.2,3.1,11.2,23.2,293.6,18.3,0,2013,"SF",79.5,197.6,21.98,6.7,105.5,85.5,8.75,9.3,27,36,11.25,3.06,3.4,9,1.075,132.5,141.5
"414",2017,"Terrence Ross","ORL","SG",24,78,2158.3,2988,498.5,1140.6,66.8,81.3,281.3,542.8,79.2,217.1,597.8,55.5,97.9,117.7,127.1,27.5,290.5,318,2.3,16.7,13.5,134.6,133,50.5,104,218.6,1311.9,1192.4,84.1,21.9,11,5.2,3.2,12.3,29.3,192.7,0,0,2012,"SG/SF",78,196.6,22.72,3.2,100.5,79.25,8.75,10.3,31,37.5,11.78,NA,3.28,2,1.016,131.5,138
"415",2017,"DeMar DeRozan","TOR","SG",74,74,4457.6,4006,1102.4,2362.3,71.4,73.1,1052,2172.7,74,50.5,189.6,40.7,833.3,989.3,128.7,107,484.7,591.7,7.1,20.9,12.8,443.4,114.7,19.9,275.2,204.9,3088.6,2797.6,84.4,37.8,31.5,3.4,1,13.7,52.8,224.8,11.7,0,2009,"SG/SF",77.5,211.2,24.72,4.9,102.5,81,NA,NA,29,38.5,11.88,NA,3.31,5,1.045,131.5,141
"416",2017,"James Johnson","MIA","PF",5,76,3044.9,3186,562.7,1175.8,73.2,82,429.6,785.9,83.6,133,389.9,52.1,232.4,328.7,108.1,100.9,475.5,576.4,8.1,25.5,15.3,422,116.2,130,263,301.2,1490.8,1320.4,86.4,27.7,32,4.3,7.5,25.4,33.9,212.5,9.4,0,2009,"SF/PF",79,257.2,28.97,12,105.5,84.75,NA,NA,30.5,35,11.21,NA,3.23,18,1.073,136,140.5
"417",2017,"Anthony Davis","NO","PF",75,75,5727.5,4139,1177.3,2333.3,77.2,79.2,1116.2,2128.4,80.1,61.2,204.9,45.7,793.6,989.3,122.6,264.5,1091.7,1356.2,10.2,42.8,26.4,240.1,148.3,255.3,276.7,256.9,3209.4,2768.5,88.7,46.4,17,4.1,11.8,13.9,50,78,76.4,0,2012,"PF/C",81.25,221.8,23.62,7.9,108,89.5,9,8.5,NA,NA,NA,NA,NA,NA,1.102,NA,NA
"418",2017,"Eric Gordon","HOU","SG",15,75,2745.2,3552,629.9,1550.4,62.1,80.7,253.8,539.7,71.9,376.1,1010.7,56.9,224.8,267.6,128.4,44.3,264.5,308.9,3.2,12.4,11.1,287.5,73.4,59.6,183.5,229.4,1860.8,1668.1,85.3,23.8,18.8,2.3,3.2,15.1,33.9,451.1,0,0,2008,"SG",74,222,28.5,8.2,99,81,NA,NA,32,40,10.81,NA,3.01,15,1.095,131,139
"419",2017,"Luke Babbitt","MIA","SF",55,69,898.9,1628,172.8,429.6,61.5,84.9,39.8,108.6,56,133,321.1,63.3,16.8,22.9,112.1,19.9,197.2,217.1,3.1,20.7,11.3,53.5,33.6,16.8,38.2,180.4,495.4,439.7,86.1,14.2,10.9,2.4,1.9,12.2,20.1,-12.2,0,0,2010,"SF/PF",79.5,217.8,24.23,5.6,104.5,83.25,8.5,10,29.5,37.5,10.98,NA,3.4,15,1.047,134,142
"420",2017,"Jeff Withey","UTA","C",1,52,586.7,661,84.1,157.5,81.6,81.6,84.1,156,82.4,0,2.3,0,55,73.4,114.7,79.5,105.5,185,21.8,27.4,24.7,10.7,24.5,48.9,21.4,79.5,223.2,189.8,90.1,28.5,5.9,4.6,14.1,15.5,23,-35.2,0,0,2013,"C",82.75,221.8,22.77,8.7,110.5,86,9,9.8,26.5,29,12.49,3.29,3.47,10,1.039,137,139.5
"421",2017,"Harrison Barnes","DAL","SF",79,79,3409.8,4286,915.9,1957.1,71.6,76.1,796.6,1617.7,75.2,119.3,339.4,53.7,370,429.6,131.6,145.3,463.3,608.5,8.8,20.1,12.6,178.9,102.4,21.4,157.5,195.7,2321,2146.2,82.7,26.2,11.9,2.9,1,10.4,39,-207.9,4.7,0,2012,"SG/SF",79,227.8,25.66,9.6,101.5,83.25,9,8.5,38,39.5,10.93,NA,3.16,15,1.054,139.5,141
"422",2017,"Stephen Curry","GS","PG",79,79,5031.6,4034,1032.1,2207.9,71.4,88.7,536.7,1000,82.1,495.4,1207.9,62.7,496.9,553.5,137.3,93.3,448,541.3,6.3,17.5,11.3,798.1,220.2,26,363.9,279.8,3056.5,2451.4,95.3,44.2,47.5,6.1,1.2,19.8,46.2,1551.9,15.3,0,2009,"PG/SG",74,181,23.24,5.7,97,75.5,NA,NA,29.5,35.5,11.07,NA,3.28,10,1.02,126.5,132.5
"423",2017,"Klay Thompson","GS","SG",78,78,3682.4,4050,984.7,2103.9,71.6,86.4,574.9,1114.6,78.9,409.8,989.3,63.3,284.4,333.3,130.4,74.9,363.9,438.8,5,14.2,13.9,244.6,100.9,59.6,195.7,212.5,2663.5,2250.6,90.5,31.9,14.2,2.8,2.7,12.2,40,1223.2,0,0,2011,"SG",77.75,205.6,23.91,8,103.5,81,8.75,9.3,26.5,31.5,10.99,NA,3.24,5,1.042,130,135
"424",2017,"Ersan Ilyasova","ATL","PF",52,82,2919.8,3275,587.1,1359.3,66.1,78.3,370,744.6,76,217.1,614.7,54,249.2,319.6,119.3,177.4,561.1,738.5,14.1,28.4,18.9,211,90.2,36.7,177.4,322.6,1640.6,1499.9,83.6,25.9,16.2,3.2,2.2,16.2,34.3,-45.9,16.8,0,2005,"SF",79.75,208.8,23.08,NA,109.5,85.25,NA,NA,22,30,11.59,NA,3.56,2,1.069,131.5,139.5
"425",2017,"Tyler Ennis","LAL","PG",2,53,645.2,899,137.6,318,66.2,76.4,96.3,211,69.9,41.3,107,59,32.1,38.2,128.4,13.8,55,68.8,3.8,10.6,9.7,131.5,39.8,4.7,68.8,88.7,348.6,334.9,79.7,19.1,33.6,5,0.6,26.1,29.5,-1.5,0,0,2014,"PG",73,181.5,23.94,6.2,98,79.25,8.25,8.8,29,36,11.12,2.84,3.3,NA,1.086,127,134
"426",2017,"Jimmy Butler","CHI","SG",75,76,4884.4,4293,871.5,1914.3,69.6,75.2,732.4,1535.1,72.9,139.1,379.2,56.1,894.5,1033.6,132.3,195.7,522.9,718.6,11.4,20.2,13.8,637.6,218.6,47.4,243.1,171.2,2776.7,2369.1,89.6,41.1,37.9,6,2,14.2,40.8,313.4,22.9,4.7,2011,"SF",78,222.2,25.67,5.4,101.5,79.5,9,9,32,39,11.12,NA,3.15,14,1.019,133.5,140.5
"427",2017,"Taj Gibson","OKC","PF",71,78,2523,3040,558.1,1082.5,78.9,79,553.5,1062.7,79.7,7,19.9,35.3,172.8,241.6,109.3,243.1,503,746.2,13.5,28,20.8,111.6,65.7,99.4,163.6,249.2,1293.5,1188.8,83.2,24.9,13.5,2.5,6.1,18.5,29,4.7,16.8,0,2009,"PF",80.5,214.4,23.26,6.6,109,88,NA,NA,25.5,30,11.56,NA,3.41,12,1.093,134.5,139
"428",2017,"Tony Snell","MIL","SG",80,80,1847.9,3570,376.1,828.7,69.4,89.8,156,285.9,83.3,220.2,542.8,62.1,71.9,88.7,123.8,33.6,345.6,379.2,2.6,17,14.4,146.8,84.1,21.4,82.6,191.1,1044.3,867.7,92,16.3,13.7,2.8,1.2,13.3,18.7,-178.9,2.3,0,2013,"SG/SF",78,198.2,22.9,4.9,105.5,83.5,9,9.5,30,36.5,11.36,2.84,3.25,7,1.071,135.5,142
"429",2017,"Dwight Powell","DAL","PF",3,77,1716.6,2038,296.6,576.4,78.7,82.7,264.5,463.3,87.3,32.1,113.1,43.4,163.6,215.6,116.1,142.2,325.7,467.9,11.8,29.8,20.4,74.9,93.3,59.6,52,206.4,789,671.3,89.9,27.6,14.2,5.6,6.1,11,25.7,-258.4,4.7,0,2014,"PF",81.5,234.4,24.81,6.2,105,84.5,9,9.3,28.5,35,11.28,2.88,3.2,NA,1.037,133.5,140
"430",2017,"Terrence Jones","MIL","PF",12,54,1804.5,1942,353.2,752.3,71.9,74.6,324.1,637.6,77.7,29.1,114.7,38.7,157.5,259.9,92.7,99.4,368.5,467.9,14.1,33.4,21.4,88.7,61.2,84.1,73.4,102.4,892.9,866.6,78.7,27.4,11.2,3.7,8.9,11.9,33.9,-88.7,14,0,2012,"SF/PF",80.25,252,27.51,7.7,107,86.25,9,10,29.5,34.5,11.57,NA,3.4,12,1.075,136.5,141.5
"431",2017,"James Harden","HOU","PG",81,81,6674.1,4506,1030.5,2342.4,67.3,80.3,629.9,1186.5,81.2,400.6,1155.9,53.1,1140.6,1347,129.5,143.7,865.4,1009.1,8.1,32,18.7,1385.3,188.1,58.1,709.5,328.7,3602.3,2935.1,93.9,48.2,77.5,4.7,2.4,29.8,52.6,648.3,97.9,33.6,2009,"SG",76,222,27.02,10.1,103.5,82.75,NA,NA,31.5,37,11.1,NA,3.13,17,1.089,135,140.5
"432",2017,"Marcus Smart","BOS","PG",24,79,2914.9,3670,411.3,1143.7,55,64.5,267.6,637.6,64.2,143.7,506.1,43.4,310.4,382.2,124.2,119.3,350.1,469.4,8.5,16.1,10.9,556.6,191.1,50.5,243.1,293.6,1276.7,1311.9,74.5,21,33.6,6.1,2.6,23.9,28.9,200.3,4.7,0,2014,"PG",74,227.2,29.17,10.6,99,81.25,9,8.8,33,36,10.82,2.96,3.26,NA,1.098,132,135
"433",2017,"Isaiah Thomas","BOS","PG",76,76,4697.1,3926,1042.8,2252.2,70.8,83.5,668.2,1264.5,80.7,374.6,987.7,57.9,902.1,992.3,139,65.7,247.7,313.4,4.4,10.6,10.4,685,107,18.3,319.6,255.3,3362.3,2688.8,95.6,45.5,49.7,3.2,0.9,16.2,52.3,420.5,11.7,0,2011,"PG",68.75,186,27.66,6.7,91.5,73.75,8.25,9,31.5,40,10.49,NA,3.14,13,1.073,123,131.5
"434",2017,"Jae Crowder","BOS","PF",72,72,2821.5,3566,509.2,1100.9,70.6,87.5,269.1,498.5,82.6,240.1,602.4,60.9,269.1,331.8,124,74.9,565.7,640.7,5.5,26.8,15.3,237,110.1,35.2,120.8,246.2,1527.5,1246.9,93.7,25.9,15.4,3.6,1.9,13.5,26.2,526,10.7,0,2012,"SF",76.75,241.2,28.79,9,99.5,81.25,9.5,10.5,31,34.5,11.45,NA,3.37,20,1.059,130.5,134
"435",2017,"Kyrie Irving","CLE","PG",72,72,4206.1,3859,1026,2171.2,72.3,81.8,755.3,1496.9,77.2,270.6,674.3,61.3,454.1,501.5,138.4,79.5,267.6,347.1,5.5,11.3,11.6,640.7,126.9,35.2,272.2,240.1,2776.7,2391.8,88.7,38.1,45.5,3.9,1.7,15.6,47.2,510.7,12.2,0,2011,"PG",73.75,191,24.69,10.2,99,76,8.25,9.3,NA,NA,NA,NA,NA,NA,1.031,NA,NA
"436",2017,"Iman Shumpert","CLE","SG",31,76,1669.8,2962,307.3,747.7,62.8,77.5,163.6,347.1,72,143.7,400.6,54.9,108.6,137.6,120.6,59.6,273.7,333.3,5.4,15.1,14.5,166.7,94.8,41.3,119.3,229.4,866.9,808.2,82,15.3,11.9,3.7,2.6,19.6,21.4,64.2,0,0,2011,"PG/SG",76.25,221.8,26.82,6.5,99.5,81.5,9,9,36.5,42,11.1,NA,3.18,18,1.069,136,141.5
"437",2017,"Mason Plumlee","DEN","C",64,81,3348.2,3283,510.7,955.6,81.6,81.6,510.7,946.5,82.6,0,14,0,266,458.7,88.7,261.5,669.7,931.2,13.6,34.2,24,434.2,107,142.2,206.4,345.6,1287.4,1157.5,85,30,28.9,3.7,7.8,23.1,27.1,-1.5,30.6,0,2013,"PF/C",83.25,238.2,24.16,6.2,108,83,9.75,9.5,30.5,36,10.89,2.76,3.29,14,0.997,138.5,144
"438",2017,"Paul Millsap","ATL","PF",67,69,3683.1,3581,657.5,1486.2,67.6,73.5,542.8,1117.7,74.3,114.7,368.5,47.6,475.5,619.2,117.4,169.7,646.8,816.5,12.3,29.9,19.1,385.3,137.6,94.8,244.6,284.4,1905.1,1758.7,82.9,30.7,27.3,4.4,5.3,18.7,37.5,206.4,29.1,0,2006,"PF",78.25,258,29.62,9.7,105.5,85.5,NA,NA,28.5,32.5,11.67,NA,3.3,15,1.093,134,138
"439",2017,"Dennis Schroder","ATL","PG",78,79,3649.4,3798,837.9,1857.7,69,75.2,685,1408.2,74.3,152.9,449.5,52,333.3,389.9,130.7,64.2,316.5,380.7,4.4,13.8,12.9,764.5,113.1,24.5,391.4,227.8,2162,2029.3,81.5,28.2,54.4,3.4,1.3,24.7,42.7,-116.2,15.3,0,2013,"PG",73,164.8,21.74,4.1,98,79.75,8.75,10.5,30,34,11.09,2.86,3.21,1,1.092,128,132
"440",2017,"Shelvin Mack","UTA","PG",9,55,1244.9,1842,259.9,582.5,68.2,75.4,203.4,399.1,78,56.6,183.5,47.1,81,117.7,105.2,30.6,162.1,192.7,4.6,15.1,14.1,235.5,65.7,7,137.6,152.9,657.5,634.4,79.2,17.5,31.2,4.4,0.5,27.2,30.1,24.5,0,0,2011,"PG",73,209,27.57,7.1,96.5,79.5,8.25,9.3,32,39,11.23,NA,3.18,17,1.089,128.5,135.5
"441",2017,"Mike Muscala","ATL","PF",3,70,1456.1,1894,259.9,515.3,77.1,87.6,189.6,347.1,83.5,70.3,168.2,63.9,74.9,97.9,117.1,116.2,249.2,365.4,10.4,21.8,16.2,145.3,44.3,65.7,85.6,148.3,665.1,558.3,91.1,24.2,18.1,2.7,6.9,20.3,22.8,-116.2,0,0,2013,"PF/C",82.25,230.2,23.92,6.8,108,85,8.5,9,28,33.5,11.76,2.99,3.44,5,1.033,136,141.5
"442",2017,"Damian Lillard","POR","PG",75,75,4749.2,4118,1010.7,2276.7,67.9,78.9,683.5,1391.4,75.1,327.2,885.3,56.6,746.2,833.3,136.8,70.3,492.3,562.7,4.4,20.4,11.6,671.2,105.5,30.6,299.7,232.4,3094.7,2643.3,89.4,39.9,43.9,3,1.4,15.6,48.4,123.8,16.8,0,2012,"PG",73.75,188.8,24.4,5.9,95.5,79.75,8.75,9.8,34.5,39.5,11.15,NA,3.34,13,1.081,130,135
"443",2017,"Allen Crabbe","POR","SG",7,79,2050.1,3446,463.3,989.3,71.6,87.5,258.4,527.5,74.9,204.9,461.8,67.9,160.5,189.6,129.5,29.1,313.4,342.5,2.2,15.5,12.9,143.7,82.6,30.6,94.8,261.5,1292,1072.7,92,19.3,14.4,2.8,1.6,12.4,23,-178.9,0,0,2013,"SG",77.25,197.4,23.25,4.7,103.5,83.25,8.25,8.5,30.5,36,10.67,3.1,3.32,10,1.078,134,139.5
"444",2017,"Mike Conley","MEM","PG",68,69,3703.4,3503,709.5,1542.8,70.3,83.3,448,902.1,76,261.5,640.7,62.4,483.2,562.7,131.3,47.4,324.1,371.5,3.5,16.6,14.2,662.1,140.7,29.1,238.5,192.7,2163.5,1790.3,92.4,37.1,52.8,4.9,1.8,18,40.4,287.5,12.2,0,2007,"PG",71,175,24.4,4.2,94.5,77.75,NA,NA,35.5,40.5,11.63,NA,3.09,13,1.095,130,135
"445",2017,"JaMychal Green","MEM","PF",75,77,2348.2,3212,382.2,764.5,76.4,85,298.2,544.3,83.8,84.1,220.2,58.4,204.9,255.3,122.6,255.3,576.4,831.8,13.5,32.3,22.6,128.4,71.9,52,143.7,379.2,1053.5,876.9,91.9,21.6,14.8,2.7,3.6,21.5,22.2,-42.8,15.3,0,2012,"PF",80,217.4,23.88,9.8,106.5,86.25,9.25,9.3,29.5,32.5,10.63,NA,3.38,19,1.078,136,139
"446",2017,"Jon Leuer","DET","PF",34,75,2243.2,2971,475.5,989.3,73.5,79.4,400.6,733.9,83.5,74.9,255.3,44.8,149.8,172.8,132.6,156,460.2,616.2,12.9,26.8,17.3,169.7,47.4,39.8,100.9,221.7,1175.8,1065.3,84.4,23,13.1,1.9,2.6,13.2,26.7,-120.8,7,0,2011,"PF",82,223.2,23.34,5.4,105.5,84,8.75,9.8,29.5,36.5,10.82,NA,3.36,14,1.024,135,142
"447",2017,"Kawhi Leonard","SA","SF",74,74,4603.5,3783,972.4,2006,74.2,82.7,747.7,1414.3,80.9,224.8,591.7,58.1,717.1,815,134.6,122.3,533.6,655.9,8.7,23.9,15,397.5,200.3,84.1,235.5,186.5,2886.8,2364.6,93.3,44.8,28.9,6.3,4.2,13.8,47.8,663.6,13.8,0,2011,"SF",78,227.4,26.28,5.4,106,87,9.75,11.3,25.5,32,11.45,NA,3.15,3,1.115,131.5,138
"448",2017,"Cory Joseph","TOR","PG",22,80,2248.9,3061,457.2,1010.7,69.1,74.8,383.8,804.3,72.9,73.4,206.4,54.4,143.7,186.5,117.7,78,279.8,357.8,6.7,15.8,10.1,406.7,105.5,16.8,166.7,214.1,1131.5,1092.7,79.2,21.1,30.7,4.1,1.1,20.2,28.3,65.7,2.3,0,2011,"PG",74,186.2,23.9,9.7,99,77.5,8.5,10.5,27.5,35,10.75,NA,3.27,5,1.047,126.5,134
"449",2017,"Patty Mills","SA","PG",8,80,2119.3,2682,417.4,949.5,67.3,85.2,192.7,406.7,72.5,224.8,542.8,63.3,100.9,122.3,126.1,36.7,182,218.6,3.7,11.5,10.8,426.6,100.9,7,154.4,166.7,1160.5,1003.3,88.5,25.2,37,4.5,0.3,20.4,30,626.9,2.3,0,2009,"PG",71.25,175.4,24.29,6.9,95,74,NA,NA,27.5,33,10.87,NA,3.1,8,1.039,122.5,128
"450",2017,"DeAndre Jordan","LAC","C",81,81,4226.2,3930,629.9,882.2,109.2,109.2,629.9,879.2,109.6,0,4.7,0,313.4,649.8,73.7,455.6,1249.2,1704.8,20.4,52.9,37.1,146.8,76.4,206.4,178.9,324.1,1573.3,1168.2,102.9,35.2,13.2,2.3,10,20.3,23.6,697.2,62.7,0,2008,"C",81.75,250,26.3,7.5,113.5,90,NA,NA,26,30.5,12.3,NA,3.27,8,1.101,139.5,144
"451",2017,"Austin Rivers","LAC","PG",29,74,2125.3,3139,493.9,1117.7,67.6,79,324.1,660.5,75.1,169.7,457.2,56.7,201.8,292,105.7,30.6,214.1,244.6,2.6,11.3,10.2,311.9,74.9,15.3,175.8,285.9,1359.3,1246.2,83.3,19.4,22.9,2.8,0.9,18.9,31.2,-7.6,0,0,2012,"PG/SG",75.5,202.8,25.01,6.2,96.5,79.25,8.5,10,32.5,37.5,11.54,NA,3.32,1,1.05,129,134
"452",2017,"Tobias Harris","DET","SF",48,82,3270.1,3923,781.3,1626.9,73.4,81.3,614.7,1145.2,82.1,166.7,481.6,52.9,290.5,345.6,128.6,96.3,539.7,636.1,6,23.8,13.5,215.6,91.7,61.2,142.2,203.4,2019.8,1778.9,86.8,27.5,13.4,2.8,3,11.3,33.3,2.3,7,0,2011,"SF/PF",78.5,222.8,25.42,8.4,103.5,83,8.75,9,31.5,37.5,10.96,NA,3.17,12,1.057,135,141
"453",2017,"Kyle O'Quinn","NY","C",8,79,2148.4,1879,328.7,631.5,79.7,80,325.7,605.5,82.3,4.7,26,18,97.9,126.9,117.9,240.1,429.6,669.7,21,37.8,29.4,178.9,56.6,160.5,116.2,266,758.4,687.3,84.4,33.3,22.7,3.5,10.7,22.1,28.5,-246.2,14,0,2012,"PF",80.5,240.8,26.12,8,106.5,88.75,9.5,10,31.5,31.5,11.65,NA,3.53,NA,1.102,138,138
"454",2017,"Elfrid Payton","ORL","PG",58,82,3641,3688,657.5,1391.4,72.3,75.7,596.3,1168.2,78,61.2,223.2,41.9,223.2,322.6,105.8,136.1,458.7,594.8,9.1,21.3,13.4,808.8,133,61.2,273.7,270.6,1599.3,1533.3,79.7,28.9,54.6,4.2,3.1,23.1,33.1,-224.8,27.5,11.7,2014,"PG",74.5,185.4,23.48,5.7,98.5,80,8.75,9,31.5,35.5,11.06,2.92,3.23,NA,1.074,130,134
"455",2017,"Aaron Gordon","ORL","PF",72,80,2828.6,3512,600.9,1321.1,69.6,76.4,483.2,912.8,80.9,117.7,408.2,44,238.5,331.8,109.9,175.8,443.4,619.2,12.4,21.6,14.7,229.4,99.4,61.2,137.6,263,1558.1,1467,81.2,24.4,16.1,3.3,3.3,13.1,30.9,-249.2,10.7,0,2014,"PF",79.5,220.1,24.48,5.1,105,83.75,8.75,10.5,32.5,39,10.81,2.76,3.27,NA,1.053,137.5,144
"456",2017,"Maurice Harkless","POR","SF",69,77,2346.1,3399,480.1,955.6,76.8,85.2,376.1,659,87.3,104,296.6,53.7,117.7,189.6,95,191.1,331.8,522.9,14.5,16.6,13,134.6,128.4,104,130,327.2,1181.9,1039,87,21.3,13.7,4.4,5.7,17,23.3,73.4,4.7,0,2012,"SF",79.25,206.6,23.13,5.3,102.5,84,9.25,10.3,32.5,37,10.87,NA,3.25,5,1.06,135,139.5
"457",2017,"Jordan Clarkson","LAL","PG",19,82,2826.4,3663,729.3,1634.5,68.2,76.6,550.4,1090.2,77.2,178.9,544.3,50.3,204.9,256.9,122,73.4,301.2,374.6,4.9,14.2,13,325.7,136.1,12.2,250.8,229.4,1842.4,1747.5,80.6,22.5,22,4.3,0.6,19.2,35.8,-631.5,0,0,2014,"PG",75.25,186.3,23.13,4.3,98,80,8.25,9,33,38.5,10.76,2.98,3.28,NA,1.063,131,136.5
"458",2017,"Paul George","IND","SF",75,75,4297.9,4111,951,2062.6,70.5,81.6,652.9,1304.2,76.6,298.2,758.4,60.1,513.7,571.8,137.3,88.7,663.6,752.3,5.7,27.4,15.7,383.8,180.4,39.8,334.9,315,2714,2314.2,89.6,33.8,24.6,5.1,2,19.3,44.4,256.9,16.8,0,2010,"SF",79.75,214.4,23.7,5,107,83.25,8.5,9,NA,NA,NA,NA,NA,4,1.044,NA,NA
"459",2017,"Marvin Williams","CHA","PF",76,76,2698.4,3509,454.1,1074.9,64.5,78.1,264.5,535.2,75.5,189.6,539.7,53.7,200.3,229.4,133.5,134.6,620.8,755.3,9.8,29.9,18.1,162.1,88.7,82.6,91.7,204.9,1298.1,1175.8,84.4,23,10.8,3,4.8,11.1,25,-48.9,16.8,0,2005,"SF/PF",79,228.2,25.7,NA,108,87.5,NA,NA,29.5,35,11.11,NA,3.17,12,1.108,137.5,143
"460",2017,"Kemba Walker","CHA","PG",79,79,4433.6,4188,983.1,2215.5,67.9,80.6,616.2,1296.6,72.6,367,918.9,61,464.8,548.9,129.5,68.8,406.7,475.5,4.2,16.4,14.6,665.1,131.5,30.6,256.9,182,2798.1,2457,87,35.9,44.5,3.7,1.5,14.5,44.9,289,12.2,0,2011,"PG",71.5,184,25.3,5.9,91.5,75.5,8,9,32,39.5,10.87,NA,3.16,7,1.056,123.5,131
"461",2017,"Cody Zeller","CHA","C",58,62,2211.7,2638,386.8,677.3,87.3,87.3,386.8,675.8,87.5,0,2.3,0,203.4,299.7,103.8,206.4,412.8,619.2,13.1,26.5,19.7,151.4,88.7,93.3,99.4,289,977,809.2,92.4,27.2,13.9,4,7.2,16.7,23.8,321.1,14,0,2013,"PF/C",82.75,230,23.61,4.8,106,82.75,8.5,10.5,35.5,37.5,10.82,2.69,3.15,17,1,141.5,143.5
"462",2017,"Noah Vonleh","POR","PF",41,74,1361,1934,198.8,412.8,73.5,75.8,188.1,382.2,75.2,10.7,30.6,53.5,91.7,143.7,97.6,200.3,393,593.3,17.5,34.6,26,47.4,47.4,41.3,99.4,235.5,500,476.1,80.3,17.8,8,2.9,4,26.4,20.2,-134.6,9.4,0,2014,"PF",80,247.1,27.14,7.3,108,88.25,9.75,11.8,31,37,11.45,3.29,3.28,NA,1.103,139,145
"463",2017,"James Ennis","MEM","SF",28,64,1390.2,2294,223.2,490.8,69.6,82,145.3,281.3,78.9,78,209.5,56.9,131.5,168.2,119.6,107,292,399.1,12.1,22.9,15.2,97.9,70.3,29.1,90.2,252.3,655.9,564.8,88.8,17.2,15.3,3.7,2.8,21.1,19.9,68.8,2.3,0,2013,"SF",77.75,200.8,23.35,4.5,104.5,83.5,8.5,8.8,29.5,36.5,11.55,3.06,3.4,7,1.074,134,141
"464",2017,"Justin Hamilton","BKN","C",7,64,1438.3,1798,266,579.5,70.2,81.5,182,304.3,91.4,84.1,275.2,46.8,59.6,79.5,114.7,108.6,290.5,399.1,15.1,25.8,18,84.1,45.9,65.7,65.7,139.1,675.8,614.5,84.1,23.7,11.2,2.8,6.5,14.8,24.9,-446.5,2.3,0,2003,"PG/SG",75,217,27.12,8,103,83,NA,NA,30,37.5,11.18,NA,3.18,17,1.107,133,140.5
