"","Season","Name","Team","Position","Started","Games","FantasyPoints","Minutes","FieldGoalsMade","FieldGoalsAttempted","FieldGoalsPercentage","EffectiveFieldGoalsPercentage","TwoPointersMade","TwoPointersAttempted","TwoPointersPercentage","ThreePointersMade","ThreePointersAttempted","ThreePointersPercentage","FreeThrowsMade","FreeThrowsAttempted","FreeThrowsPercentage","OffensiveRebounds","DefensiveRebounds","Rebounds","OffensiveReboundsPercentage","DefensiveReboundsPercentage","TotalReboundsPercentage","Assists","Steals","BlockedShots","Turnovers","PersonalFouls","Points","TrueShootingAttempts","TrueShootingPercentage","PlayerEfficiencyRating","AssistsPercentage","StealsPercentage","BlocksPercentage","TurnOversPercentage","UsageRatePercentage","PlusMinus","DoubleDoubles","TripleDoubles","combine_year","POS","HEIGHT","WEIGHT","BMI","BODY.FAT","STANDING.REACH","WINGSPAN","HAND.LENGTH","HAND.WIDTH","STANDING.VERTICAL","MAX.VERTICAL","LANE.AGILITY","SHUTTLE.RUN","THREE.QUARTER.SPRINT","BENCH.PRESS","WINGSPAN.HEIGHT.RATIO","STANDING.TOUCH","MAX.TOUCH"
"240",2013,"Xavier Henry","NO","SG",0,50,553.3,1040,109.8,267.9,68.2,70.2,103.2,249.6,68.7,11.1,18.3,60.6,96.5,153.1,104.8,34.9,114.8,149.8,10.9,22.3,14.3,21.6,26.6,13.8,51.6,119.8,322.8,335.3,80,12.3,9,3.8,1.8,22.2,29,0,0,0,2010,"SG",77.25,210.2,24.76,4.7,105,83.25,8.75,10,28.5,36.5,11.1,NA,3.18,8,1.078,133.5,141.5
"241",2013,"Wayne Ellington","CLE","SG",0,78,1677.6,2762,376.1,880.3,71.1,85.9,219.6,480.9,76,156.4,399.4,65.2,113.2,124.8,150.9,41.6,234.6,276.2,4.8,17,16.3,173.1,74.9,8.3,94.8,134.8,1021.7,935.2,90.9,20.2,17,4.1,0.4,15.3,28.8,0,0,0,2009,"SG",76.25,202.4,24.47,5.5,100,78.5,NA,NA,31.5,38,11.14,NA,3.2,13,1.03,131.5,138
"242",2013,"Rodney Stuckey","DET","PG",0,76,2558.2,3613,505.9,1244.7,67.6,73.9,414.3,941.8,73.2,91.5,302.8,50.3,354.4,452.6,130.3,71.6,281.2,352.8,6.2,15.2,15.6,449.3,84.9,28.3,223,211.3,1457.7,1443.8,84,21.4,33.8,3.4,1.7,22.2,35.1,0,2.8,0,2007,"PG/SG",75.75,207,25.36,6.1,100.5,79.25,NA,NA,30.5,35,11.34,NA,3.11,14,1.046,131,135.5
"243",2013,"David West","IND","PF",0,73,3950.5,4052,835.3,1679,82.9,83.2,828.7,1647.4,83.7,11.1,31.6,35.1,402.7,524.2,127.8,241.3,695.6,936.8,11.3,31.2,21.4,354.4,123.1,114.8,261.2,247.9,2080,1909.6,90.7,32.9,28,4.5,5.8,20,40.9,0,26.6,2.8,2003,"SF/PF",80.25,226,24.67,8,108.3,88.25,NA,NA,28.5,31.5,12.18,NA,3.43,11,1.1,136.8,139.8
"244",2013,"George Hill","IND","PG",0,76,3406.7,4358,642.3,1449.3,73.7,86.2,426,862,82.2,216.3,587.4,61.2,289.5,354.4,135.9,78.2,394.4,472.6,5.6,16.5,10.1,590.7,134.8,43.3,193,223,1790.5,1605.3,92.9,27.1,39,4.6,2,17.9,31.5,0,8.3,0,2008,"PG",73.25,181,23.71,3,97.5,81,NA,NA,34,37.5,12.2,NA,3.07,9,1.106,131.5,135
"245",2013,"Larry Sanders","MIL","PF",0,71,3407.7,3223,509.2,1006.7,84.2,84.2,509.2,1003.4,84.4,0,5.5,0,139.8,226.3,102.8,372.7,745.5,1118.2,19.9,42.9,31,138.1,88.2,334.5,144.8,387.7,1158.1,1106.3,87,32.4,11.3,3.8,12.6,19.3,28.3,0,43.3,2.8,2010,"PF/C",81.25,222.4,23.68,4.6,112,89.75,9.75,11,25.5,28,12.49,NA,3.27,7,1.105,137.5,140
"246",2013,"Brandon Knight","DET","PG",0,75,2790.4,3935,594,1461,67.7,79,394.4,916.9,71.6,199.7,544.1,61.1,274.6,374.4,122,89.9,321.2,411,7.1,15.9,10,504.2,96.5,13.3,341.1,261.2,1662.3,1625.7,85,19.8,35.4,3.6,0.7,28.9,38,0,8.3,0,2011,"PG",73.5,176.8,23.01,4.2,98.5,78.75,8.25,9.5,29,37.5,10.74,NA,3.07,10,1.071,127.5,136
"247",2013,"Michael Kidd-Gilchrist","CHA","SF",0,78,2616.6,3368,467.6,1020,76.2,76.5,464.3,1005.1,76.9,5.5,15,36.9,233,311.2,124.6,218,539.1,757.1,12,31.4,21.4,194.7,89.9,116.5,168.1,272.9,1171.5,1156.9,84.2,23.2,16.7,3.9,7.7,21.1,30,0,16.6,0,2012,"SF",77.75,232.8,27.07,7,104.5,84,9,10.3,32,35.5,11.77,NA,3.18,6,1.08,136.5,140
"248",2013,"Al Jefferson","UTA","C",0,78,4549.4,4290,1016.7,2056.7,82.2,82.4,1013.4,2028.4,83.2,5.5,28.3,19.6,277.9,361.1,128.1,259.6,938.5,1198.1,11.6,43.1,27.2,272.9,133.1,148.1,174.7,282.9,2314.6,2215.6,86.9,35,20,4.5,7.5,12.1,42.3,0,61.6,0,2004,"SF/PF",80.5,263,28.53,10.5,110,86.5,NA,NA,28.5,30,13.08,NA,3.29,3,1.075,138.5,140
"249",2013,"Lance Stephenson","IND","SG",0,78,2448.2,3791,457.6,995.1,76.5,85.2,354.4,682.2,86.5,103.2,312.8,54.9,124.8,191.4,108.5,78.2,427.6,505.9,6.5,20.5,12.4,371.1,134.8,26.6,181.4,269.6,1143.2,1079.3,88.2,19.4,26.9,5.3,1.4,23.9,25.4,0,5.5,0,2010,"SG",76.5,227,27.27,9.3,103,82.5,9,10.3,27,33,11.39,NA,3.38,10,1.078,130,136
"250",2013,"Brian Roberts","NO","PG",0,78,1678.8,2201,354.4,850.3,69.4,78.9,256.3,595.7,71.6,98.2,254.6,64.2,116.5,128.1,151.3,28.3,133.1,161.4,4.2,12.2,12.1,364.4,61.6,8.3,118.1,179.7,923.5,906.7,84.7,23.5,47,4.2,0.5,19.2,36.3,0,5.5,0,2008,"PG",72.25,173,23.3,3.6,95,73.25,NA,NA,31.5,36.5,10.65,NA,3.05,10,1.014,126.5,131.5
"251",2013,"Jason Maxiell","DET","PF",0,72,2068,2975,339.5,760.4,74.2,74.2,339.5,760.4,74.2,0,0,0,149.8,241.3,103.3,224.6,455.9,680.6,14.2,29.9,21.9,89.9,53.2,158.1,134.8,286.2,828.7,866.6,79.5,18.6,13.1,2.6,11.7,22.4,25.6,0,13.8,0,2005,"PF",77,257.6,30.54,NA,107,87.25,NA,NA,NA,NA,NA,NA,NA,NA,1.133,NA,NA
"252",2013,"Gerald Henderson","CHA","SG",0,68,2856.3,3549,635.6,1422.7,74.4,77.4,580.7,1256.3,76.9,54.9,166.4,54.9,429.3,520.8,137.1,91.5,324.5,416,7.9,17.9,11.1,294.5,113.2,56.6,179.7,247.9,1755.5,1651.9,88.4,27.1,25.9,4.7,3.5,16.3,39.4,0,5.5,0,2009,"SG/SF",76,214.6,26.12,4.4,102.5,82.25,NA,NA,31.5,35,11.17,NA,3.14,8,1.082,134,137.5
"253",2013,"Jannero Pargo","CHA","PG",0,32,583.2,844,129.8,352.8,61.2,76.9,64.9,159.7,67.6,64.9,193,55.9,20,21.6,153.6,16.6,41.6,58.2,6.3,15.4,10.9,111.5,30,8.3,68.2,69.9,344.4,362.3,79.2,17.2,35.3,5.1,1.2,26.4,39.5,0,0,0,2002,"PG",72.25,168,22.63,NA,96,74.5,NA,NA,25.5,29.5,11.11,NA,3.2,5,1.031,121.5,125.5
"254",2013,"Luol Deng","CHI","SF",0,75,3699.4,4829,775.4,1818.8,70.9,76.7,650.6,1431,75.7,124.8,387.7,53.6,382.7,469.2,135.8,269.6,522.5,792.1,10.5,20.9,15.7,369.4,134.8,53.2,239.6,174.7,2058.4,2025.2,84.5,25.1,22,4.2,2.3,17.6,36,0,15,0,2004,"SF",79,220,24.78,6.7,108.5,84.5,NA,NA,27.5,31.5,11.46,NA,3.34,5,1.07,136,140
"255",2013,"Chris Bosh","MIA","PF",0,74,3700.2,4083,807,1509.2,89,91,772.1,1386.1,92.7,34.9,123.1,47.3,401,502.5,132.8,218,615.7,833.7,11.6,29.2,20.9,204.7,109.8,168.1,213,279.6,2050,1730.4,98.5,33.1,14,4,9.3,18.2,38.1,0,25,0,2003,"PF",82.25,225,23.38,8,109,87.5,NA,NA,30.5,33,11.8,NA,3.3,9,1.064,139.5,142
"256",2013,"Dwyane Wade","MIA","SG",0,69,4289.5,3977,946.8,1818.8,86.7,88,918.5,1708.9,89.4,28.3,109.8,42.9,512.5,707.2,120.6,143.1,429.3,572.4,13,20.9,14.7,585.7,213,93.2,322.8,233,2434.4,2129.9,95,39.6,44.2,7.9,5.3,21.9,49.3,0,11.1,0,2003,"SG/SF",75.75,212,25.97,6.7,102,82.75,NA,NA,31.5,35,10.56,NA,3.08,9,1.092,133.5,137
"257",2013,"Josh McRoberts","CHA","PF",0,67,1754.7,2474,259.6,570.8,75.7,81.5,219.6,431,84.9,39.9,139.8,47.6,108.2,141.4,127.3,154.8,386,540.8,11.7,29.3,20.5,234.6,53.2,44.9,109.8,218,667.3,633,87.7,21.1,23.3,3.1,3.9,24.6,22.8,0,8.3,0,2007,"PF",80,240,26.36,13.7,106.5,85,NA,NA,27.5,31.5,11.7,NA,3.47,12,1.063,134,138
"258",2013,"Carmelo Anthony","NY","PF",0,67,4528.6,4128,1113.2,2477.7,74.7,83.5,852,1788.8,79.2,261.2,688.9,63.1,707.2,852,138.1,223,542.5,765.4,10.2,26.4,18,284.5,86.5,53.2,291.2,341.1,3194.9,2852.6,93.2,39.4,23.4,3.1,3.1,15.4,59.5,0,16.6,0,2003,"SF",78.25,233,26.75,8,105.5,84,NA,NA,30.5,33.5,11.4,NA,3.15,7,1.073,136,139
"259",2013,"Kyle Singler","DET","SF",0,82,2199,3814,457.6,1068.3,71.2,80.4,341.1,735.5,77.2,116.5,332.8,58.2,166.4,206.3,134.1,181.4,367.7,549.1,14.9,18.8,13.8,128.1,94.8,61.6,163.1,361.1,1198.1,1159.1,86,16.5,14.7,3.7,3.5,20.5,26.4,0,2.8,0,2011,"SF",79.5,228,25.36,10,106,82.1,8.25,8.8,23,30,11.22,NA,3.21,10,1.033,129,136
"260",2013,"Caron Butler","LAC","SF",0,77,2044.1,3087,497.5,1176.4,70.4,85.4,284.5,630.7,75,213,545.8,64.9,121.5,144.8,139.6,66.6,294.5,361.1,4.2,13.9,12.6,129.8,84.9,18.3,119.8,229.6,1329.5,1240.1,89.2,20.8,11.5,2.8,0.6,14.6,32.7,0,0,0,2002,"SG/SF",77.25,222,26.15,NA,103.5,83.5,NA,NA,27,31,12.15,NA,3.33,2,1.081,130.5,134.5
"261",2013,"Greg Monroe","DET","C",0,81,4555.9,4471,855.3,1760.5,80.9,80.9,855.3,1753.9,81.2,0,11.1,0,449.3,652.3,114.6,392.7,900.2,1292.9,16.5,39.3,27.7,467.6,174.7,91.5,389.4,316.2,2159.9,2047.5,87.7,32.1,31,5.7,4.5,26.6,41.5,0,61.6,2.8,2010,"PF/C",81.75,246.6,25.94,11.2,108.5,86.25,8.75,9.5,25,29,12.1,NA,3.35,15,1.055,133.5,137.5
"262",2013,"Cartier Martin","WAS","SG",0,41,728.8,1153,159.7,419.3,63.4,82.5,63.2,176.4,59.6,96.5,242.9,66.1,33.3,46.6,118.8,18.3,148.1,166.4,4.8,23.8,13.3,33.3,31.6,16.6,53.2,96.5,449.3,439.8,84.9,16.5,13.4,4,1.9,18,32.6,0,0,0,2007,"SF",76,218,26.53,5.6,103.5,82,NA,NA,27,29.5,12.1,NA,3.43,11,1.079,130.5,133
"263",2013,"Jodie Meeks","LAL","SG",0,78,1665.2,2767,341.1,881.9,64.4,83.5,138.1,312.8,73.4,203,569.1,59.4,143.1,159.7,149.1,61.6,223,284.5,4.3,11.8,11.1,114.8,96.5,13.8,86.5,171.4,1028.4,952.2,89.9,19.6,10.7,3.5,0.3,13.9,27.9,0,0,0,2009,"SG",75,211.4,26.42,8,98,76.5,NA,NA,28.5,37,10.96,NA,3.1,14,1.02,126.5,135
"264",2013,"Kenneth Faried","DEN","PF",0,80,3551.5,3739,632.3,1146.5,91.9,91.9,632.3,1146.5,91.9,0,0,0,271.2,442.6,102,432.6,788.7,1221.4,22.2,38.7,30.6,128.1,134.8,138.1,188,389.4,1535.9,1341.3,95.3,32.1,14.1,5.1,8,20.5,29.7,0,51.6,0,2011,"PF",78,224.6,25.95,6.3,108,84,8.5,10.3,30.5,35,11.35,NA,3.26,16,1.077,138.5,143
"265",2013,"Ty Lawson","DEN","PG",0,73,3749.2,4180,745.5,1615.7,76.7,84,604,1229.7,81.7,141.4,386,60.9,391,517.5,125.8,59.9,269.6,329.5,4.6,11.8,12.3,833.7,178,13.3,302.8,224.6,2023.4,1843.4,91.4,31.1,50.2,6,0.7,23.5,37.2,0,15,0,2009,"PG",71.25,196.6,27.23,6.6,94.5,72.75,NA,NA,29,36.5,10.98,NA,3.12,14,1.021,123.5,131
"266",2013,"Randy Foye","UTA","SG",0,82,2294.5,3741,487.6,1228,66.1,86.2,191.4,505.9,62.9,296.2,722.2,68.2,196.4,239.6,136.3,28.3,183,211.3,2.4,16,9.1,277.9,109.8,44.9,153.1,316.2,1467.6,1333.5,91.5,19.5,19.4,4.3,2.6,17.1,30.2,0,0,0,2006,"PG/SG",74.25,212,27.03,10,97,78.25,NA,NA,32,38,10.53,NA,3.23,14,1.054,129,135
"267",2013,"JaVale McGee","DEN","C",0,79,2486.3,2385,504.2,876.9,95.7,96,502.5,875.3,95.5,2.8,2.8,166.4,183,309.5,98.3,262.9,371.1,634,21.1,28.6,24.9,39.9,49.9,261.2,149.8,306.2,1193.1,1013.1,98,36,7.4,3,14.3,21.4,35.4,0,5.5,0,2008,"PF/C",83,241,24.59,5.3,114.5,90,NA,NA,27,32.5,12.75,NA,3.25,7,1.084,141.5,147
"268",2013,"Nate Robinson","CHI","PG",0,82,3124.7,3471,663.9,1532.5,72.1,84.9,429.3,953.5,74.9,234.6,579.1,67.4,224.6,281.2,133,48.3,257.9,306.2,4.3,14.3,14,595.7,141.4,16.6,239.6,344.4,1787.1,1656.3,89.7,28.9,52.2,6.1,1,21,42,0,8.3,0,2004,"PG",67.75,181,27.72,6.7,91.5,73,NA,NA,35.5,43.5,10.75,NA,2.96,13,1.077,127,135
"269",2013,"Steve Novak","NY","SF",0,81,1381,2729,296.2,715.5,68.9,97.5,48.3,131.5,61.1,247.9,584.1,70.7,49.9,54.9,151.3,28.3,224.6,252.9,3.2,16.6,15,58.2,46.6,13.3,20,161.4,890.2,739.7,100.2,18.1,9.1,2.5,1.2,7.3,21.7,0,0,0,2006,"SF",80,216,23.73,8.1,103,81.5,NA,NA,24.5,31,11.11,NA,3.37,5,1.019,127.5,134
"270",2013,"Rudy Gay","TOR","SF",0,75,3920.7,4471,866.9,2085,69.2,74.7,727.2,1652.4,73.2,139.8,432.6,53.7,399.4,490.9,135.4,164.7,602.4,767.1,11.8,27,16.9,336.1,188,88.2,329.5,302.8,2273,2301,82.2,25.5,22.5,6.4,4.5,20.8,45.5,0,16.6,0,2006,"SF/PF",79,222,25.01,5.7,107.5,87,NA,NA,33,40.5,11.03,NA,3.32,9,1.101,140.5,148
"271",2013,"Darren Collison","DAL","PG",0,81,3162.1,3945,567.4,1204.7,78.4,83.9,487.6,978.4,82.9,79.9,226.3,58.7,402.7,457.6,146.4,51.6,312.8,364.4,4.1,14.4,14.2,690.6,166.4,13.3,287.9,231.3,1617.4,1406.1,95.7,27.9,44.6,6,0.7,28.3,32.7,0,8.3,0,2009,"PG",72.25,166.2,22.38,5.7,96.5,75,NA,NA,30.5,33.5,10.45,NA,3.1,9,1.038,127,130
"272",2013,"Carl Landry","GS","PF",0,81,2611.8,3120,540.8,1001.7,89.9,90.2,539.1,996.7,90,2.8,8.3,55.4,371.1,454.3,135.9,299.5,504.2,803.7,18.2,28.7,23.6,109.8,58.2,51.6,191.4,316.2,1454.3,1201.6,100.7,30.2,15.8,2.6,3.6,22.8,33.3,0,11.6,0,2007,"PF",79,248,27.94,7.5,102.5,83,NA,NA,31.5,36.5,11.35,NA,3.29,21,1.051,134,139
"273",2013,"Derrick Williams","MIN","PF",0,78,2627.5,3187,562.4,1307.9,71.6,78.4,454.3,981.8,77,108.2,326.1,55.2,319.5,452.6,117.5,159.7,555.8,715.5,15.4,34.2,21.3,76.5,73.2,61.6,168.1,211.3,1552.5,1507.1,85.7,24.9,11.7,3.3,4.1,16.7,39.4,0,13.3,0,2011,"SF/PF",79.25,248.4,27.8,10.8,108,85.5,9,9.8,29,34.5,11.03,NA,3.23,19,1.079,137,142.5
"274",2013,"Reggie Evans","BKN","PF",0,80,2589.4,3273,208,434.3,79.7,79.7,208,434.3,79.7,0,0,0,188,369.4,84.7,432.6,1045,1477.6,25.8,63.2,44.4,71.6,123.1,21.6,184.7,331.1,604,596.8,84.2,20.7,8.9,5.6,1.4,39.3,18.5,0,13.3,0,2002,"PF",79.5,250,27.81,NA,107.5,86.5,NA,NA,26,29.5,12.73,NA,3.26,15,1.088,133.5,137
"275",2013,"Nick Collison","OKC","PF",0,81,1807.3,2632,292.9,492.5,99,99,292.9,485.9,100.3,0,11.1,0,99.8,129.8,128,204.7,349.4,554.1,16,23.6,20.1,201.3,84.9,49.9,114.8,327.8,685.6,549.7,103.7,22.9,18.8,4.6,4,28.7,19.2,0,2.8,0,2003,"PF",80.75,255,27.49,17,108,85.5,NA,NA,28,33,11.62,NA,3.28,8,1.059,136,141
"276",2013,"Kevin Durant","OKC","SF",0,81,6274.9,5188,1216.4,2384.5,84.9,92.9,985.1,1828.7,89.7,231.3,555.8,69.2,1129.9,1248,150.6,76.5,988.4,1065,5,33.8,19.6,622.3,193,174.7,465.9,238,3793.9,2933.6,107.7,47.6,36,5.3,7.1,22.8,49.9,0,31.6,8.3,2007,"SF/PF",81,215,23.04,6.6,110,88.75,NA,NA,26,33.5,12.33,NA,3.45,0,1.096,136,143.5
"277",2013,"Thomas Robinson","HOU","PF",0,70,1374.5,1756,229.6,534.1,71.6,71.6,229.6,532.5,71.7,0,2.8,0,94.8,181.4,87,203,321.2,524.2,21.5,35.9,28.5,76.5,68.2,43.3,146.4,206.3,554.1,613.9,75,18.7,11.2,5.5,5.3,32,32.2,0,8.3,0,2012,"PF",79.75,244.2,26.99,5,106,87.25,9.75,10.5,28.5,35.5,11.96,NA,3.17,15,1.094,134.5,141.5
"278",2013,"Dion Waiters","CLE","SG",0,61,2290.2,2922,559.1,1356.2,68.6,75.2,454.3,1018.4,74.2,104.8,337.8,51.6,264.6,354.4,124.1,36.6,211.3,247.9,3.8,14.6,13.6,304.5,98.2,26.6,201.3,188,1487.6,1512.1,81.9,22.9,30.6,4.8,2,19.6,43.7,0,0,0,2012,"SG",74.5,221,27.99,8.5,98,79.25,8.5,9.5,NA,NA,NA,NA,NA,NA,1.064,NA,NA
"279",2013,"A.J. Price","WAS","PG",0,57,1486.5,2127,267.9,687.2,64.9,79,151.4,354.4,71.1,116.5,332.8,58.2,81.5,103.2,131.5,33.3,156.4,189.7,4.8,13.7,13.7,341.1,54.9,8.3,106.5,121.5,733.8,732.6,83.4,20.9,44,3.7,0.5,21.1,30.1,0,2.8,0,2009,"PG",72.5,192.8,25.79,12.4,97,75.75,NA,NA,26,31,10.99,NA,3.22,11,1.045,123,128
"280",2013,"Jeff Adrien","CHA","SF",0,52,925.5,1186,119.8,279.6,71.4,71.4,119.8,276.2,72.2,0,5.5,0,108.2,166.4,108.2,113.2,213,326.1,17.6,35.2,26.2,59.9,30,44.9,53.2,133.1,347.8,352.8,82,22.1,13.7,3.7,8.4,21.8,26.1,0,2.8,0,2009,"PF",77.25,236.2,27.83,7.9,107.5,86,NA,NA,27.5,31.5,11.34,NA,3.32,16,1.113,135,139
"281",2013,"Malcolm Lee","MIN","SG",0,16,300.9,479,48.3,126.5,63.6,72.2,34.9,86.5,67.2,13.3,39.9,55.4,20,33.3,99.8,25,39.9,64.9,15.9,16.3,12.8,33.3,20,16.6,16.6,49.9,129.8,141.1,76.4,16.9,17.9,6,4.4,17.5,24.6,0,0,0,2011,"SG",76,198.2,24.12,5.9,101.5,81.75,8.5,9.5,30,35.5,11.2,NA,3.09,17,1.076,131.5,137
"282",2013,"John Lucas III","TOR","PG",0,63,982.6,1376,214.7,555.8,64.2,78.7,119.8,304.5,65.4,94.8,251.3,62.7,30,41.6,119.8,13.3,94.8,108.2,3.1,13.9,12.9,174.7,38.3,2.8,43.3,83.2,554.1,574.1,80.4,21.1,35.8,4.1,0.2,11.6,34.8,0,0,0,2005,"PG",69.25,154.4,22.63,NA,92,72,NA,NA,29,34,10.44,NA,3.14,4,1.04,121,126
"283",2013,"Doron Lamb","ORL","SG",0,47,428,960,99.8,271.2,61.2,68.4,76.5,209.7,60.7,23.3,61.6,62.9,33.3,56.6,97.8,13.3,63.2,76.5,4,12.2,11.8,53.2,21.6,0,43.3,86.5,256.3,296.1,72.1,13.8,13.4,3.2,0,21.2,25.7,0,0,0,2012,"PG/SG",75.25,199.4,24.76,6.7,98.5,78.75,8.5,8.8,29,33.5,11.12,NA,3.41,2,1.047,127.5,132
"284",2013,"Orlando Johnson","IND","SG",0,51,693.1,1028,119.8,299.5,66.6,83.2,59.9,143.1,69.7,59.9,156.4,63.7,38.3,53.2,119.6,33.3,149.8,183,10.2,26.5,16.5,78.2,18.3,15,48.3,84.9,337.8,322.9,87,18.7,20.7,2.6,3,21.6,27.5,0,0,0,2012,"SG",75.75,223.8,27.42,7,99,83.25,9,9.5,32,39.5,10.98,NA,3.25,13,1.099,131,138.5
"285",2013,"Marquis Teague","CHI","PG",0,48,404.9,651,71.6,188,63.4,66.2,64.9,149.8,72.1,11.1,38.3,29,15,26.6,93.5,8.3,68.2,73.2,2.4,20.2,10.7,104.8,15,11.6,58.2,78.2,164.7,199.7,68.6,10.2,42.6,3.4,3.7,37.6,30.4,0,0,0,2012,"PG",73,179.8,23.72,6.3,96.5,79.25,8.25,7.8,32.5,40.5,10.65,NA,3.19,8,1.086,129,137
"286",2013,"Byron Mullens","CHA","PF",0,53,1910.1,2375,361.1,936.8,64.1,73.9,251.3,590.7,70.7,109.8,346.1,52.7,106.5,164.7,107.5,118.1,442.6,560.8,15.3,36.5,22.5,134.8,56.6,53.2,123.1,183,938.5,1009.3,77.4,20.4,16.8,3.5,5,18.1,36.4,0,13.3,0,2009,"C",83.75,258.2,25.88,8.5,111,85.5,NA,NA,28.5,32.5,11.1,NA,3.45,10,1.021,139.5,143.5
"287",2013,"Tyshawn Taylor","BKN","PG",0,38,231.5,366,53.2,144.8,61.2,66.9,43.3,123.1,58.4,16.6,21.6,76.9,25,44.9,92.5,5.5,26.6,30,2.9,14.3,13.3,34.9,21.6,0,41.6,41.6,141.4,164.5,71.4,10,26.6,8.9,0,33.6,43.4,0,0,0,2012,"PG",74.75,177,22.27,4.2,97.5,78.25,8.75,8.8,32,36.5,11.48,NA,3.2,0,1.047,129.5,134
"288",2013,"Daniel Orton","OKC","PF",0,13,133.5,171,20,43.3,76.9,76.9,20,43.3,76.9,0,0,0,15,28.3,88,21.6,21.6,43.3,25.8,22.2,23.9,11.1,11.1,8.3,11.1,21.6,54.9,55.7,82,23.6,15.8,5.5,6.1,17.8,27.5,0,0,0,2010,"C",80.75,269.2,29.02,13.8,110.5,88.25,8.5,9.8,24,30.5,12.32,NA,3.39,13,1.093,134.5,141
"289",2013,"Arnett Moultrie","PHI","PF",0,46,652.3,875,129.8,218,99,99,129.8,218,99,0,0,0,30,46.6,107,123.1,109.8,233,26,24.3,25.2,16.6,26.6,16.6,28.3,71.6,289.5,238.5,100.8,28.7,8.4,4.5,4.2,17.6,23.4,0,2.8,0,2012,"PF",81.5,232.8,24.64,7.7,106.5,86.25,9.25,9.3,33.5,37.5,11.32,NA,3.22,10,1.058,140,144
"290",2013,"Jordan Crawford","BOS","SG",0,70,2251.9,2842,500.9,1206.4,69.1,78.5,362.8,797.1,75.7,138.1,409.3,56.1,214.7,264.6,135,73.2,274.6,347.8,8.7,18.4,12,374.4,64.9,11.6,234.6,176.4,1354.5,1322.8,85.2,23.3,37.8,3.3,0.9,25.1,43.4,0,2.8,2.8,2010,"SG",75,198.4,24.8,4.9,101,79,8,9,31.5,34.5,11.03,NA,3.37,7,1.053,132.5,135.5
"291",2013,"Keith Bogans","BKN","SF",0,74,971.8,2343,179.7,472.6,63.2,87.9,39.9,64.9,102.3,139.8,407.7,57.1,18.3,28.3,107.7,26.6,173.1,199.7,3.7,14.6,13.9,126.5,46.6,11.1,81.5,179.7,517.5,485,88.7,10.7,13.5,3,0.6,23.9,18.7,0,0,0,2003,"SG",76.25,213,25.75,8,101,81.25,NA,NA,29.5,35,11.43,NA,3.25,10,1.066,130.5,136
"292",2013,"Aaron Gray","TOR","C",0,42,526,854,79.9,149.8,88.7,88.7,79.9,149.8,88.7,0,0,0,38.3,73.2,87,79.9,141.4,221.3,18.2,33.3,25.6,54.9,11.6,13.8,59.9,141.4,198,182,90.4,14.8,16.4,2,2.2,41.2,21.9,0,2.8,0,2007,"C",84,271,27,10.8,108.5,87.25,NA,NA,27,32.5,12.07,NA,3.7,17,1.039,135.5,141
"293",2013,"Eric Maynor","POR","PG",0,64,975.4,1601,176.4,467.6,62.7,72.9,119.8,307.8,64.7,56.6,159.7,58.9,74.9,103.2,120.8,15,61.6,76.5,3,12.5,7.7,302.8,36.6,2.8,131.5,91.5,484.2,513,78.5,15.6,48.6,3.3,0.2,33.9,30.8,0,0,0,2009,"PG",74.25,163.6,20.86,5.4,97,74.5,NA,NA,28.5,31.5,10.78,NA,3.19,8,1.003,125.5,128.5
"294",2013,"Chris Singleton","WAS","SF",0,57,975.6,1536,153.1,401,63.6,66.2,141.4,341.1,69.1,11.6,59.9,32.3,66.6,116.5,95,84.9,221.3,306.2,10.1,26.7,18.4,61.6,63.2,39.9,74.9,206.3,384.4,452.3,70.7,13.3,10.5,6,5.7,23.6,26.2,0,2.8,0,2011,"SF",79.75,230.2,25.44,7.4,103.5,85,9.25,10,30.5,37.5,11.33,NA,3.09,15,1.066,134,141
"295",2013,"Hasheem Thabeet","OKC","C",0,66,914.4,1280,106.5,176.4,100.5,100.5,106.5,176.4,100.5,0,0,0,53.2,88.2,100.5,114.8,209.7,324.5,18.5,29.1,24.2,18.3,49.9,99.8,68.2,246.3,266.2,215.2,102.8,19.6,5.6,5.6,16.4,40.1,16.8,0,2.8,0,2009,"C",85.25,267.2,25.85,6.7,113,90.25,NA,NA,NA,NA,NA,NA,NA,NA,1.059,NA,NA
"296",2013,"Jamaal Tinsley","UTA","PG",0,66,1417.7,2030,143.1,389.4,61.2,75.4,78.2,178,73,64.9,211.3,51.1,30,43.3,115.1,28.3,163.1,191.4,4.5,15.8,15.3,482.6,106.5,23.3,176.4,176.4,381.1,408.4,77.5,17.6,56.8,7.7,2.5,50.2,21.9,0,0,0,2001,"PG",72.75,199,26.43,13.6,97.5,79.5,NA,NA,28,37.5,11.96,NA,3.2,1,1.093,125.5,135
"297",2013,"Emeka Okafor","WAS","C",0,79,3114.8,3413,545.8,1143.2,79.4,79.4,545.8,1143.2,79.4,0,0,0,181.4,317.8,95,331.1,820.4,1151.5,17.8,44.6,31.1,154.8,74.9,128.1,178,241.3,1273,1283,82.5,26.8,13.2,3.2,8.2,20.3,32.6,0,33.3,0,2004,"PF/C",80.75,257,27.71,5.3,110.5,88,NA,NA,31.5,34,12.32,NA,3.15,22,1.09,142,144.5
